0,6.09375E+16
0.016799607,1.09473E+17
0.025408551,1.30664E+17
0.05150855,1.50488E+17
0.077659767,1.62109E+17
0.10599203,1.74414E+17
0.145233795,1.89453E+17
0.197553301,2.09961E+17
0.230230585,2.26367E+17
0.269416862,2.50293E+17
0.297693639,2.71484E+17
0.332466606,3.02246E+17
0.367265181,3.28906E+17
0.410775138,3.60352E+17
0.447827319,3.76074E+17
0.48495206,3.80176E+17
0.519955508,3.74023E+17
0.574754835,3.47363E+17
0.607658333,3.27539E+17
0.655859034,3.07715E+17
0.741274107,2.77637E+17
0.776303165,2.67383E+17
0.835443243,2.45508E+17
0.877066659,2.29102E+17
0.925263091,2.09961E+17
0.960317758,1.95605E+17
0.999768664,1.77148E+17
1.05667221,1.63477E+17
1.115697047,1.60059E+17
1.174713348,1.58008E+17
1.238091742,1.57324E+17
1.35611154,1.55273E+17
1.447903293,1.53906E+17
1.537505463,1.53223E+17
1.672999242,1.52539E+17
1.852203583,1.51172E+17
1.939624706,1.49805E+17
2.127570306,1.48438E+17
2.263059816,1.48438E+17
2.405118075,1.46387E+17
2.46412584,1.45703E+17
2.488172838,1.44336E+17
2.5,1.375E+17
